feature,threshold,direction,correction_direction,cohens_d,pvalue,error_median,correct_median
AvgIDF,5.95714648935493,高い,answer,0.10439253692375966,1.4951199493736258e-05,5.95714648935493,5.626148367195998
SClarity,8.507099078650679,高い,answer,0.10264631215510181,1.7333804413941336e-05,8.507099078650679,8.097198746848322
