Group,Count,Mean_confidence,Std_confidence,Median_confidence,Uncertain_count,Uncertain_pct,High_confidence_wrong,Low_confidence_correct
A (Both correct),1227,0.5105524293537882,0.12390559743719991,0.5341187335926585,586,47.75876120619397,0,0
B (LogReg wins),86,0.48174428242274814,0.02387733120099022,0.48245128704822116,85,98.83720930232558,0,0
C (Both wrong),591,0.49807624112182786,0.09854873886241154,0.5093938279701321,395,66.83587140439933,11,8
D (Base wins),98,0.4824006231475427,0.019170177498389705,0.48308652080176845,98,100.0,0,0
