error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.4480840679768802,0.448573374780456,0.14980161120160432,0.14854222867829814,0.0004893068035757842,230
False Negative,0.5381925243934981,0.5379475260013471,0.15965009988009857,0.15833429002106686,0.00024499839215097463,130
