metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6690647482014388,0.6515151515151515,0.7303617690599555,0.7038314935206925,0.4,0.6,417
single_metric,0.6690647482014388,0.6515151515151515,0.7303617690599555,0.7038314935206925,0.4,0.6,417
