error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.45064885217662576,0.45420313354590036,0.1640984934607214,0.14647949194256274,0.0035542813692746034,229
False Negative,0.5779345537738203,0.5730529206624954,0.1657423323355503,0.16071359400972335,0.004881633111324946,135
