feature,threshold,direction,correction_direction,cohens_d,pvalue,error_median,correct_median
WIG,1.0786219978332523,低い,answer,-0.12292436913182,4.574104255111924e-05,1.0786219978332523,1.1988659858703614
nSigma,0.2548676955979162,低い,answer,-0.09181089934368435,0.002124210280656905,0.2548676955979162,0.2800773241752509
SClarity,7.72830130392112,低い,answer,-0.08473219424583685,0.0007454235273561096,7.72830130392112,8.097198746848322
AvgIDF,5.318682687893573,低い,answer,-0.08368527961017475,0.0008536947065205684,5.318682687893573,5.626148367195998
