error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.4571647601435254,0.45609093768750664,0.15990628819504427,0.14177031569147505,-0.0010738224560187803,222
False Negative,0.5563943616821673,0.5441855382601796,0.16315889612685003,0.15069218256849326,0.012208823421987702,142
