metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.5947242206235012,0.45307443365695793,0.746399702685125,0.7807561868922249,0.4,0.6,417
single_metric,0.7026378896882494,0.7102803738317757,0.7638669515934218,0.7948250353324036,0.4,0.6,417
