feature,coefficient
nqc,-0.8191399857010685
smv,0.563253374299832
clarity,-0.18935878035783432
wig,0.16388481339709046
pre_avgictf,-0.10212618994884082
pre_avgidf,0.09611464221447663
pre_maxscq,-0.06551523665133593
pre_maxidf,0.05939087529508955
n_sigma_50,0.04413677751791162
pre_simplified_clarity,0.026175017845713532
