Model,AUC-ROC,Average Precision,Accuracy,F1 Score
No Penalty,0.5964020697124062,0.6108273441886575,0.5734265734265734,0.5986842105263158
L1,0.5955577393606354,0.6087625241878485,0.573926073926074,0.5966903073286052
BOLASSO,0.5955577393606354,0.6087625241878485,0.573926073926074,0.5966903073286052
ElasticNet,0.5861688259596487,0.6009943822832811,0.5749250749250749,0.5882922109337204
LARS-CV,0.5814066824435442,0.598273557678721,0.5719280719280719,0.5817471937530503
L2,0.5810286390437608,0.5980116915845042,0.5754245754245755,0.5853658536585366
LARS-Traps,0.5810286390437608,0.5980116915845042,0.5754245754245755,0.5853658536585366
RandomForest,0.5719856804781196,0.6044039206281862,0.541958041958042,0.5186351706036746
