error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.45800383055302185,0.42419811063548907,0.07516610439349265,0.11895599541318906,-0.033805719917532784,214
False Negative,0.5181719063217537,0.5396068879842267,0.0730178683456572,0.130175293073259,-0.02143498166247304,158
