error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.4730755376095671,0.48527475857264796,0.07940275068995924,0.06575645344062779,0.012199220963080848,32
False Negative,0.5097594953489298,0.5163566712864605,0.08004582684852768,0.06584088493012086,-0.006597175937530619,22
