metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6621621621621622,0.46808510638297873,0.7226190476190476,0.47046563593715807,0.4,0.6,74
single_metric,0.6216216216216216,0.391304347826087,0.6595238095238095,0.4192564878678454,0.4,0.6,74
