conv_id,turn_id,num_unique_titles,num_retrieved_documents
-4994328718057556903,1,100,100
3514927622331925305,1,100,100
4603018305605928896,1,100,100
5471230647102350285,1,100,100
-3793368983744839611,1,100,100
-1955420547827980488,1,100,100
-2101263205327943037,1,100,100
-3182880412249822350,1,100,100
-7132353169910072417,1,100,100
2398530290672660538,1,100,100
-5498835325048231687,1,100,100
-7258348307897801537,1,100,100
9146482385504512657,1,100,100
-194382118249109298,1,100,100
239605490566372245,1,100,100
3109120675720656710,1,100,100
-6939937242519306791,1,100,100
1318219060606230480,1,100,100
8182977714598189762,1,100,100
-2344629013060887009,1,100,100
-4185057013482678876,1,100,100
-2593047317812020187,1,100,100
-6856694108246767908,1,100,100
-6967346559789401404,1,100,100
-6537319420450276583,1,100,100
1335234904213073139,1,100,100
-8436279003176338486,1,100,100
-4567681103602253302,1,100,100
5977595583700048476,1,100,100
6206003509781841981,1,100,100
-7290718079131166504,1,100,100
4519975394845720080,1,100,100
7762303184665790053,1,100,100
1512261316532312663,1,100,100
-7505135738236076224,1,100,100
8083377873383820798,1,100,100
7954779766334224574,1,100,100
-1110132238118918750,1,100,100
6575213393204338995,1,100,100
4467124663752101822,1,100,100
5457566909272267235,1,100,100
-617146272078029398,1,100,100
5996176584372351211,1,100,100
-8029274241951242146,1,100,100
-3323554847080438749,1,100,100
-5973129722459920607,1,100,100
-7166068833991453247,1,100,100
-5684025664164181136,1,100,100
-9048779243079411399,1,100,100
4882269435031678993,1,100,100
4391445725251621207,1,100,100
8296081380248746663,1,100,100
1530647665625669220,1,100,100
-1495447748467487381,1,100,100
-1287478481512434807,1,100,100
-497346539862327223,1,100,100
-8354496138084256496,1,100,100
-220113098292720388,1,100,100
5654986456827256453,1,100,100
2958955114785467186,1,100,100
-1612103254334377947,1,100,100
4797266135339142922,1,100,100
-7889607673240285190,1,100,100
-2934419415053279431,1,100,100
-3270217936846897857,1,100,100
-665242051512404399,1,100,100
-6831605664241493180,1,100,100
2062194153854731443,1,100,100
-3496974152922226067,1,100,100
6827125896323620793,1,100,100
4891460992735418734,1,100,100
6198630121112059054,1,100,100
8684831918263824526,1,100,100
-3633462315344983156,1,100,100
-4777980730469838079,1,100,100
9009160894096908051,1,100,100
-5650401255714415401,1,100,100
-213597227615385170,1,100,100
-3959359795500047496,1,100,100
-782747788370974844,1,100,100
2521891659707571571,1,100,100
4317368036286385948,1,100,100
-2101356419137114768,1,100,100
-6151331241532707400,1,100,100
-139975311289909801,1,100,100
6151468933209525889,1,100,100
6498093173001040575,1,100,100
7411950784605720590,1,100,100
-3806684492746395313,1,100,100
7961820734826449175,1,100,100
-8806304425670331118,1,100,100
5591626280741517959,1,100,100
-8799287187339474071,1,100,100
