Score,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,N
QPP,0.03771586785065515,0.19695879993478863,0.09986334950723817,0.0006177847923535587,1172
BERT,-0.04489359340189173,0.12452770364169986,-0.05585222371732154,0.05593727322534163,1172
Integrated,0.03456322798817755,0.2370688503455559,-0.016043764097457783,0.5832118730570858,1172
