Metric,AUC-ROC,AUC-PR,p-value
NQC,0.5093,0.4910,-
Clarity,0.5475,0.5180,-
WIG,0.5088,0.4932,-
SMV,0.5075,0.4904,-
n(σ%),0.5190,0.4983,-
No Penalty,0.5537,0.5244,0.1305
