Metric,AUC-ROC,AUC-PR,p-value
NQC,0.5108,0.4935,-
Clarity,0.5471,0.5181,-
WIG,0.5092,0.4947,-
SMV,0.5098,0.4930,-
n(σ%),0.5198,0.4998,-
BERT,0.6836,0.6614,-
ElasticNet,0.6866,0.6640,0.0009
