error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.49716319827328875,0.4967246073406008,0.10921002069792378,0.09450555941859977,-0.00043859093268794336,34
False Negative,0.5109354189197349,0.5058411309594626,0.10063441371969008,0.08761408184785079,0.005094287960272337,26
