Model,AUC-ROC,Average Precision,Accuracy,F1 Score
LARS-CV,0.6970706809525715,0.6733977304580545,0.6413856122279449,0.6375619175552011
ElasticNet,0.6969446431545517,0.6731716506997527,0.6417178933377637,0.6375325657618287
L1,0.6969127537401876,0.6732290284484539,0.6416348230603091,0.6374789915966387
BOLASSO,0.6969088021056521,0.6732275665148783,0.6417178933377637,0.6375934795395345
LARS-Traps,0.6968622944068867,0.6730296142427625,0.6418840338926732,0.6378223977148618
L2,0.6968622944068867,0.6730296142427625,0.6418840338926732,0.6378223977148618
No Penalty,0.6965902119338976,0.6725998580288197,0.6403056986210334,0.6361344537815126
RandomForest,0.6683459455414468,0.6372173147292276,0.6207841834191726,0.604179311540796
