error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.4924408902266466,0.44507785117384535,0.12921983876646534,0.12023734159607805,-0.04736303905280126,69
False Negative,0.6079268235405699,0.5633499418682264,0.1073184939905482,0.10838062549321732,0.04457688167234353,32
