n_samples,integrated_auc,best_qpp_metric,best_qpp_auc,auc_improvement,delong_z_stat,delong_p_value,delong_significant,integrated_better,integrated_significantly_better
1172,0.5671345787622819,wig,0.5218125313985957,0.04532204736368617,1.8812641656528464,0.05993599302899022,False,True,False
