Model,AUC-ROC,Average Precision,Accuracy,F1 Score
No Penalty,0.695774351388241,0.671349249030575,0.63831201196212,0.6343020325886107
LARS-CV,0.6953485420416747,0.6710961581519839,0.6383950822395746,0.6336783640494824
ElasticNet,0.6953478511964761,0.6711144541070453,0.6381458714072105,0.6334567485695052
L2,0.6953470498160459,0.6710961716902095,0.6383950822395746,0.6336783640494824
LARS-Traps,0.6953470498160459,0.6710961716902095,0.6383950822395746,0.6336783640494824
L1,0.6952459653465969,0.6709997484081394,0.6378966605748463,0.6331116909351064
BOLASSO,0.6952459377127889,0.6709997332868181,0.6378966605748463,0.6331116909351064
RandomForest,0.6621534164353786,0.6337818843765007,0.6141385612227945,0.5969631236442516
