error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.40340786739605533,0.4449526028529981,0.06919184789648887,0.13700280063606435,0.04154473545694276,223
False Negative,0.44956953898482244,0.5532937924387367,0.055888703401865525,0.12971135993396452,-0.10372425345391423,154
