Metric,AUC-ROC,AUC-PR,p-value
NQC,0.5094,0.4904,-
Clarity,0.5470,0.5177,-
WIG,0.5080,0.4922,-
SMV,0.5077,0.4897,-
n(σ%),0.5193,0.4986,-
AvgIDF,0.5575,0.5294,-
AvgICTF,0.5500,0.5205,-
MaxIDF,0.5379,0.5188,-
MaxSCQ,0.5354,0.5158,-
Simplified Clarity,0.5469,0.5198,-
BERT,0.6839,0.6620,-
RandomForest,0.6621,0.6319,4.95e-12
