metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.5775862068965517,0.30985915492957744,0.7254901960784315,0.3193332315715087,0.4,0.6,116
single_metric,0.5689655172413793,0.2857142857142857,0.7591036414565826,0.34884037681939695,0.4,0.6,116
