error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.48801506502767844,0.4866115574772266,0.09826851669851207,0.07550032027700308,-0.0014035075504518213,35
False Negative,0.5253048620913033,0.5267886783842637,0.1076627436262364,0.07902090550441353,-0.0014838162929603493,18
