error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.46372854590826174,0.4635669400434092,0.11941007107255938,0.11807368742676196,-0.00016160586485253203,68
False Negative,0.5360260446977909,0.5331146981720367,0.11336647541545333,0.11495460822616374,0.0029113465257541993,33
