metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6488188976377953,0.6553323029366306,0.7063779417908369,0.7214805789051437,0.4,0.6,635
single_metric,0.6614173228346457,0.6656298600311042,0.7108639863130882,0.727506531582717,0.4,0.6,635
