Model,AUC-ROC,Average Precision,Accuracy,F1 Score
No Penalty,0.5591613412849051,0.19652183012419314,0.5470437017994859,0.2784602784602785
L2,0.5436344373439354,0.1860140638401166,0.4997429305912596,0.27979274611398963
LARS-Traps,0.5436344373439354,0.1860140638401166,0.4997429305912596,0.27979274611398963
ElasticNet,0.5417307771500878,0.18491642825653765,0.502827763496144,0.2799702159344751
LARS-CV,0.539804654889056,0.18455677231697593,0.5043701799485861,0.27844311377245506
L1,0.5359804879509729,0.18207063337890844,0.5125964010282776,0.27633587786259545
BOLASSO,0.5359804879509729,0.18207063337890844,0.5125964010282776,0.27633587786259545
RandomForest,0.5171086078385128,0.18105454221947992,0.8226221079691517,0.03361344537815126
