Model,AUC-ROC,Average Precision,Accuracy,F1 Score
LARS-CV,0.5978971761437871,0.2395725871212184,0.6123393316195372,0.32194244604316546
BOLASSO,0.597809199713983,0.2389443382863054,0.6087403598971722,0.32475598935226263
L1,0.5974760123840864,0.2386477919006878,0.6113110539845759,0.325
ElasticNet,0.5972345451618579,0.23888492326083705,0.6133676092544987,0.3249551166965889
LARS-Traps,0.5948835154632615,0.23810028349577272,0.6123393316195372,0.3182640144665461
L2,0.5948835154632615,0.23810028349577272,0.6123393316195372,0.3182640144665461
No Penalty,0.5897677796620956,0.23310492120221257,0.6113110539845759,0.31645569620253167
RandomForest,0.5373319556598793,0.18137119337018723,0.8169665809768637,0.011111111111111112
